id,ticker_symbol,company_name,cik_number
6229,psmt,PRICESMART INC ,1041803
6230,psn,PARSONS CORP ,275880
6231,psnl,"Personalis, Inc. ",1527753
6232,pso,PEARSON PLC ,938323
6233,psru,"PURESPECTRUM, INC. ",1415306
6234,pssr,"PASSUR Aerospace, Inc. ",225628
6235,pstb,Park Sterling Corp ,1507277
6236,pstg,"Pure Storage, Inc. ",1474432
6237,psth-un,"Pershing Square Tontine Holdings, Ltd. ",1811882
6238,psti,PLURISTEM THERAPEUTICS INC ,1158780
6239,pstl,"Postal Realty Trust, Inc. ",1759774
6240,pstv,"PLUS THERAPEUTICS, INC. ",1095981
6241,pstvz,"PLUS THERAPEUTICS, INC. ",1095981
6242,pstx,"Poseida Therapeutics, Inc. ",1661460
6243,psv,HERMITAGE OFFSHORE SERVICES LTD. ,1597659
6244,psx,Phillips 66 ,1534701
6245,psxp,PHILLIPS 66 PARTNERS LP ,1572910
6246,psyc,"Telemynd, Inc. ",1771077
6247,pt,Pintec Technology Holdings Ltd ,1716338
6248,ptac,PropTech Acquisition Corp ,1784535
6249,ptacu,PropTech Acquisition Corp ,1784535
6250,ptacw,PropTech Acquisition Corp ,1784535
6251,ptc,PTC INC. ,857005
6252,ptco,PetroGas Co ,1609258
6253,ptct,"PTC THERAPEUTICS, INC. ",1070081
6254,pte,"POLARITYTE, INC. ",1076682
6255,pten,PATTERSON UTI ENERGY INC ,889900
6256,pteo,PROTEO INC ,1063104
6257,ptged,PORTAGE BIOTECH INC. ,1095435
6258,ptgef,PORTAGE BIOTECH INC. ,1095435
6259,ptgx,"Protagonist Therapeutics, Inc ",1377121
6260,pti,"PROTEOSTASIS THERAPEUTICS, INC. ",1445283
6261,ptie,CASSAVA SCIENCES INC ,1069530
6262,ptix,"Protagenic Therapeutics, Inc.\new ",1022899
6263,ptk-un,PTK Acquisition Corp. ,1797099
6264,ptla,PORTOLA PHARMACEUTICALS INC ,1269021
6265,ptlf,"PetLife Pharmaceuticals, Inc. ",1354591
6266,ptmn,Portman Ridge Finance Corp ,1372807
6267,ptn,PALATIN TECHNOLOGIES INC ,911216
6268,ptnr,PARTNER COMMUNICATIONS CO LTD ,1096691
6269,ptoi,"Plastic2Oil, Inc. ",1381105
6270,pton,"PELOTON INTERACTIVE, INC. ",1639825
6271,ptpf,"ALL MARKETING SOLUTIONS, INC. ",1464300
6272,ptr,PETROCHINA CO LTD ,1108329
6273,ptrc,Petro River Oil Corp. ,1172298
6274,ptsc,PATRIOT SCIENTIFIC CORP ,836564
6275,ptsi,PAM TRANSPORTATION SERVICES INC ,798287
6276,ptvca,Protective Insurance Corp ,9346
6277,ptx,"PERNIX THERAPEUTICS HOLDINGS, INC. ",1024126
6278,ptzh,"Photozou Holdings, Inc. ",1627469
6279,pub,Altabancorp ,1636286
6280,pubc,PureBase Corp ,1575858
6281,puk,PRUDENTIAL PLC ,1116578
6282,puk-pa,PRUDENTIAL PLC ,1116578
6283,pulm,"Pulmatrix, Inc. ",1574235
6284,pump,ProPetro Holding Corp. ,1680247
6285,pure,"PURE BIOSCIENCE, INC. ",1006028
6286,puyi,"PUYI, INC. ",1750264
6287,pvac,PENN VIRGINIA CORP ,77159
6288,pvbc,"Provident Bancorp, Inc. /MD/ ",1778784
6289,pvct,"PROVECTUS BIOPHARMACEUTICALS, INC. ",315545
6290,pvctw,"PROVECTUS BIOPHARMACEUTICALS, INC. ",315545
6291,pvdg,"Poverty Dignified, Inc. ",1591615
6292,pveg,PACIFIC VEGAS GLOBAL STRATEGIES INC ,1163612
6293,pvg,Pretium Resources Inc. ,1508844
6294,pvh,PVH CORP. /DE/ ,78239
6295,pvho,"Provision Holding, Inc. ",1335493
6296,pvl,Permianville Royalty Trust ,1520048
6297,pvnc,PREVENTION INSURANCE COM INC ,1134982
6298,pvnnf,"PV Nano Cell, Ltd. ",1627480
6299,pvotf,BetterLife Pharma Inc. ,1464165
6300,pw,Power REIT ,1532619
6301,pwco,"PwrCor, Inc. ",733337
6302,pwdy,"POWERDYNE INTERNATIONAL, INC. ",1435617
6303,pwfl,"PowerFleet, Inc. ",1774170
6304,pwod,PENNS WOODS BANCORP INC ,716605
6305,pwr,"QUANTA SERVICES, INC. ",1050915
6306,pwvi,"POWERVERDE, INC. ",933972
6307,pxd,PIONEER NATURAL RESOURCES CO ,1038357
6308,pxlw,"PIXELWORKS, INC ",1040161
6309,pxmd,"PaxMedica, Inc. ",1811623
6310,pxpp,Phoenix Apps Inc. ,1660839
6311,pxs,Pyxis Tankers Inc. ,1640043
6312,pypd,PolyPid Ltd. ,1611842
6313,pype,UBS AG ,1114446
6314,pypl,"PayPal Holdings, Inc. ",1633917
6315,pyxsq,"PYXUS INTERNATIONAL, INC. ",939930
6316,pzg,Paramount Gold Nevada Corp. ,1629210
6317,pzn,"Pzena Investment Management, Inc. ",1399249
6318,pzza,PAPA JOHNS INTERNATIONAL INC ,901491
6319,qada,QAD INC ,1036188
6320,qbak,QUALSTAR CORP ,758938
6321,qbio,Q BioMed Inc. ,1596062
6322,qcom,QUALCOMM INC/DE ,804328
6323,qcrh,QCR HOLDINGS INC ,906465
6324,qd,Qudian Inc. ,1692705
6325,qdel,QUIDEL CORP /DE/ ,353569
6326,qdm,QDM International Inc. ,1094032
6327,qep,"QEP RESOURCES, INC. ",1108827
6328,qes,Quintana Energy Services Inc. ,1704235
6329,qfin,"360 Finance, Inc. ",1741530
6330,qgen,QIAGEN N.V. ,1015820
6331,qh,QUHUO Ltd ,1781193
6332,qhc,Quorum Health Corp ,1650445
6333,qhccq,Quorum Health Corp ,1650445
6334,qhyg,QHY GROUP ,1423723
6335,qiwi,QIWI ,1561566
6336,qk,Q&K INTERNATIONAL GROUP Ltd ,1769256
6337,qlgn,"Qualigen Therapeutics, Inc. ",1460702
6338,qli,Qilian International Holding Group Ltd ,1779578
6339,qlys,"QUALYS, INC. ",1107843
6340,qmci,QUOTEMEDIA INC ,1101433
6341,qmco,QUANTUM CORP /DE/ ,709283
6342,qnbc,QNB CORP ,750558
6343,qnst,"QUINSTREET, INC ",1117297
6344,qnta,QUANTA INC ,1691430
6345,qnto,QUAINT OAK BANCORP INC ,1391933
6346,qprc,QUEST PATENT RESEARCH CORP ,824416
6347,qpwr,Q2Earth Inc. ,1310527
6348,qrhc,Quest Resource Holding Corp ,1442236
6349,qron,Qrons Inc. ,1689084
6350,qrtea,"Qurate Retail, Inc. ",1355096
6351,qrteb,"Qurate Retail, Inc. ",1355096
6352,qrvo,"Qorvo, Inc. ",1604778
6353,qsep,"QS Energy, Inc. ",1103795
6354,qsmg,Quest Management Inc ,1627554
6355,qsr,Restaurant Brands International Inc. ,1618756
6356,qtmm,QUANTUM MATERIALS CORP. ,1403570
6357,qtnt,Quotient Ltd ,1596946
6358,qtrh,Quarterhill Inc. ,1518419
6359,qtrrf,QUATERRA RESOURCES INC ,1339688
6360,qtrx,Quanterix Corp ,1503274
6361,qts,"QTS Realty Trust, Inc. ",1577368
6362,qts-pa,"QTS Realty Trust, Inc. ",1577368
6363,qts-pb,"QTS Realty Trust, Inc. ",1577368
6364,qtt,Qutoutiao Inc. ,1733298
6365,qtwo,"Q2 Holdings, Inc. ",1410384
6366,qtxb,QUANTRX BIOMEDICAL CORP ,820608
6367,quad,"Quad/Graphics, Inc. ",1481792
6368,qubt,Quantum Computing Inc. ,1758009
6369,quik,QUICKLOGIC Corp ,882508
6370,qumu,Qumu Corp ,892482
6371,quot,Quotient Technology Inc. ,1115128
6372,qure,uniQure N.V. ,1590560
6373,qurt,"Quarta-Rad, Inc. ",1549631
6374,qutr,"QUTURE INTERNATIONAL, INC. ",1397795
6375,qvcd,QVC INC ,1254699
6376,qwikf,QWICK MEDIA INC. ,1128790
6377,qzmrf,QUARTZ MOUNTAIN RESOURCES LTD ,811522
6378,r,RYDER SYSTEM INC ,85961
6379,race,Ferrari N.V. ,1648416
6380,rad,RITE AID CORP ,84129
6381,rada,RADA ELECTRONIC INDUSTRIES LTD ,761238
6382,rahgf,"Roan Holdings Group Co., Ltd. ",1611852
6383,rail,"FreightCar America, Inc. ",1320854
6384,ramp,"LiveRamp Holdings, Inc. ",733269
6385,rand,RAND CAPITAL CORP ,81955
6386,rapt,"RAPT Therapeutics, Inc. ",1673772
6387,rare,Ultragenyx Pharmaceutical Inc. ,1515673
6388,rarx,"Ra Pharmaceuticals, Inc. ",1481512
6389,rasp,Rasna Therapeutics Inc. ,1582249
6390,rate,"Bankrate, Inc. ",1518222
6391,rave,"RAVE RESTAURANT GROUP, INC. ",718332
6392,ravn,RAVEN INDUSTRIES INC ,82166
6393,rayt,"RAYONT, INC. ",1539778
6394,rba,RITCHIE BROS AUCTIONEERS INC ,1046102
6395,rbac-un,RedBall Acquisition Corp. ,1815184
6396,rbb,RBB Bancorp ,1499422
6397,rbbn,Ribbon Communications Inc. ,1708055
6398,rbc,REGAL BELOIT CORP ,82811
6399,rbcaa,REPUBLIC BANCORP INC /KY/ ,921557
6400,rbcn,"Rubicon Technology, Inc. ",1410172
6401,rbkb,"Rhinebeck Bancorp, Inc. ",1751783
6402,rbnc,"Reliant Bancorp, Inc. ",1606440
6403,rbnw,"Renewable Energy & Power, Inc. ",1608430
6404,rbnzf,Reebonz Holding Ltd ,1752108
6405,rbpaa,ROYAL BANCSHARES OF PENNSYLVANIA INC ,922487
6406,rbs,NatWest Group plc ,844150
6407,rbspf,NatWest Group plc ,844150
6408,rbtk,ZHEN DING RESOURCES INC. ,1594204
6409,rbz,Reebonz Holding Ltd ,1752108
6410,rbzaw,Reebonz Holding Ltd ,1752108
6411,rbzhf,Reebonz Holding Ltd ,1752108
6412,rbzwf,Reebonz Holding Ltd ,1752108
6413,rc,Ready Capital Corp ,1527590
6414,rca,Ready Capital Corp ,1527590
6415,rcar,"RenovaCare, Inc. ",1016708
6416,rcat,"Red Cat Holdings, Inc. ",748268
6417,rcb,Ready Capital Corp ,1527590
6418,rccc,"RC-1, Inc. ",1665598
6419,rcel,"Avita Therapeutics, Inc. ",1762303
6420,rchr,"ArcherDX, Inc. ",1734551
6421,rci,ROGERS COMMUNICATIONS INC ,733099
6422,rcii,RENT A CENTER INC DE ,933036
6423,rckt,"ROCKET PHARMACEUTICALS, INC. ",1281895
6424,rcky,"ROCKY BRANDS, INC. ",895456
6425,rcl,ROYAL CARIBBEAN CRUISES LTD ,884887
6426,rcm,R1 RCM INC. ,1472595
6427,rcmt,"RCM TECHNOLOGIES, INC. ",700841
6428,rcon,"Recon Technology, Ltd ",1442620
6429,rcp,Ready Capital Corp ,1527590
6430,rcrt,"Recruiter.com Group, Inc. ",1462223
6431,rcus,"Arcus Biosciences, Inc. ",1724521
6432,rdcm,RADCOM LTD ,1016838
6433,rdfn,Redfin Corp ,1382821
6434,rdga,RIDGEFIELD ACQUISITION CORP ,812152
6435,rdgc,Redwood Green Corp. ,1533030
6436,rdgl,VIVOS INC ,1449349
6437,rdhl,RedHill Biopharma Ltd. ,1553846
6438,rdi,READING INTERNATIONAL INC ,716634
6439,rdmr,"Road Marshall, Inc. ",1657249
6440,rdn,RADIAN GROUP INC ,890926
6441,rdnt,"RadNet, Inc. ",790526
6442,rds-a,Royal Dutch Shell plc ,1306965
6443,rds-b,Royal Dutch Shell plc ,1306965
6444,rdus,"Radius Health, Inc. ",1428522
6445,rdvt,"Red Violet, Inc. ",1720116
6446,rdwr,RADWARE LTD ,1094366
6447,rdy,DR REDDYS LABORATORIES LTD ,1135951
6448,re,EVEREST RE GROUP LTD ,1095073
6449,reac,"REAC GROUP, INC. ",1520528
6450,real,"TheRealReal, Inc. ",1573221
6451,rebl,"Rebel Group, Inc. ",1532158
6452,recn,RESOURCES CONNECTION INC ,1084765
6453,redu,RISE Education Cayman Ltd ,1712178
6454,reed,"REED'S, INC. ",1140215
6455,reemf,RARE ELEMENT RESOURCES LTD ,1419806
6456,reey,REED Ltd ,1762692
6457,refr,RESEARCH FRONTIERS INC ,793524
6458,reg,REGENCY CENTERS CORP ,910606
6459,regi,"Renewable Energy Group, Inc. ",1463258
6460,regn,"REGENERON PHARMACEUTICALS, INC. ",872589
6461,regt,REGENT TECHNOLOGIES INC ,319200
6462,rei,"RING ENERGY, INC. ",1384195
6463,rekr,"Rekor Systems, Inc. ",1697851
6464,reli,"Reliance Global Group, Inc. ",1812727
6465,rell,RICHARDSON ELECTRONICS LTD/DE ,355948
6466,relv,RELIV INTERNATIONAL INC ,768710
6467,relx,RELX PLC ,929869
6468,remi,"REMEDENT, INC. ",1078037
6469,reml,CREDIT SUISSE AG ,1053092
6470,remod,"BOOMER HOLDINGS, INC. ",1678746
6471,renn,Renren Inc. ,1509223
6472,repcf,REPLICEL LIFE SCIENCES INC. ,1205059
6473,reph,"Recro Pharma, Inc. ",1588972
6474,repl,"Replimune Group, Inc. ",1737953
6475,res,RPC INC ,742278
6476,resi,Front Yard Residential Corp ,1555039
6477,resn,Resonant Inc ,1579910
6478,reta,REATA PHARMACEUTICALS INC ,1358762
6479,retc,12 Retech Corp ,1627611
6480,reto,"ReTo Eco-Solutions, Inc. ",1687277
6481,rev,REVLON INC /DE/ ,887921
6482,revg,"REV Group, Inc. ",1687221
6483,rex,REX AMERICAN RESOURCES Corp ,744187
6484,rexn,"REXAHN PHARMACEUTICALS, INC. ",1228627
6485,rexr,"Rexford Industrial Realty, Inc. ",1571283
6486,rexr-pa,"Rexford Industrial Realty, Inc. ",1571283
6487,rexr-pb,"Rexford Industrial Realty, Inc. ",1571283
6488,rexr-pc,"Rexford Industrial Realty, Inc. ",1571283
6489,rexx,REX ENERGY CORP ,1397516
6490,reyn,Reynolds Consumer Products Inc. ,1786431
6491,rezi,"RESIDEO TECHNOLOGIES, INC. ",1740332
6492,rf,REGIONS FINANCIAL CORP ,1281761
6493,rfil,R F INDUSTRIES LTD ,740664
6494,rfl,"Rafael Holdings, Inc. ",1713863
6495,rfp,Resolute Forest Products Inc. ,1393066
6496,rga,REINSURANCE GROUP OF AMERICA INC ,898174
6497,rgbd,Regional Brands Inc. ,812149
6498,rgbp,Regen BioPharma Inc ,1589150
6499,rgc,REGAL ENTERTAINMENT GROUP ,1168696
6500,rgco,RGC RESOURCES INC ,1069533
6501,rgen,REPLIGEN CORP ,730272
6502,rgin,"Regenicin, Inc. ",1412659
6503,rgld,ROYAL GOLD INC ,85535
6504,rgls,Regulus Therapeutics Inc. ,1505512
6505,rgmp,Regnum Corp. ,1716324
6506,rgnp,Reign Resources Corp ,1642159
6507,rgnx,REGENXBIO Inc. ,1590877
6508,rgp,RESOURCES CONNECTION INC ,1084765
6509,rgr,STURM RUGER & CO INC ,95029
6510,rgrx,REGENERX BIOPHARMACEUTICALS INC ,707511
6511,rgs,REGIS CORP ,716643
6512,rgseq,"Real Goods Solar, Inc. ",1425565
6513,rgus,REGI U S INC ,922330
6514,rh,RH ,1528849
6515,rhe,"REGIONAL HEALTH PROPERTIES, INC ",1004724
6516,rhe-pa,"REGIONAL HEALTH PROPERTIES, INC ",1004724
6517,rhi,ROBERT HALF INTERNATIONAL INC. ,315213
6518,rhno,Rhino Resource Partners LP ,1490630
6519,rhp,"Ryman Hospitality Properties, Inc. ",1040829
6520,rht,RED HAT INC ,1087423
6521,ribt,RiceBran Technologies ,1063537
6522,rick,"RCI HOSPITALITY HOLDINGS, INC. ",935419
6523,rig,Transocean Ltd. ,1451505
6524,rigl,RIGEL PHARMACEUTICALS INC ,1034842
6525,rily,"B. Riley Financial, Inc. ",1464790
6526,rilyg,"B. Riley Financial, Inc. ",1464790
6527,rilyh,"B. Riley Financial, Inc. ",1464790
6528,rilyi,"B. Riley Financial, Inc. ",1464790
6529,rilym,"B. Riley Financial, Inc. ",1464790
6530,rilyn,"B. Riley Financial, Inc. ",1464790
6531,rilyo,"B. Riley Financial, Inc. ",1464790
6532,rilyp,"B. Riley Financial, Inc. ",1464790
6533,rilyz,"B. Riley Financial, Inc. ",1464790
6534,rio,RIO TINTO PLC ,863064
6535,riot,"Riot Blockchain, Inc. ",1167419
6536,rise,ETF Managers Group Commodity Trust I ,1610940
6537,rive,Riverview Financial Corp ,1590799
6538,rivx,RIVEX TECHNOLOGY CORP. ,1702541
6539,rja,SWEDISH EXPORT CREDIT CORP /SWED/ ,352960
6540,rjf,RAYMOND JAMES FINANCIAL INC ,720005
6541,rji,SWEDISH EXPORT CREDIT CORP /SWED/ ,352960
6542,rjn,SWEDISH EXPORT CREDIT CORP /SWED/ ,352960
6543,rjz,SWEDISH EXPORT CREDIT CORP /SWED/ ,352960
6544,rkda,"Arcadia Biosciences, Inc. ",1469443
6545,rkfl,"ROCKETFUEL BLOCKCHAIN, INC. ",823546
6546,rkt,"Rocket Companies, Inc. ",1805284
6547,rl,RALPH LAUREN CORP ,1037038
6548,rlay,"Relay Therapeutics, Inc. ",1812364
6549,rlby,RELIABILITY INC ,34285
6550,rlgt,"RADIANT LOGISTICS, INC ",1171155
6551,rlgy,REALOGY HOLDINGS CORP. ,1398987
6552,rlh,Red Lion Hotels CORP ,1052595
6553,rli,RLI CORP ,84246
6554,rlj,RLJ Lodging Trust ,1511337
6555,rlje,"RLJ ENTERTAINMENT, INC. ",1546381
6556,rllt,Reliant Service Inc ,1663038
6557,rlly,"ARC Group, Inc. ",1452872
6558,rlm,Realm Therapeutics plc ,1718903
6559,rlmd,"RELMADA THERAPEUTICS, INC. ",1553643
6560,rlog,"Rand Logistics, Inc. ",1294250
6561,rm,Regional Management Corp. ,1519401
6562,rmax,"RE/MAX Holdings, Inc. ",1581091
6563,rmbi,"Richmond Mutual Bancorporation, Inc. ",1767837
6564,rmbl,"RumbleON, Inc. ",1596961
6565,rmbs,RAMBUS INC ,917273
6566,rmcf,"Rocky Mountain Chocolate Factory, Inc. ",1616262
6567,rmd,RESMED INC ,943819
6568,rmdm,"TechCom, Inc. ",1481443
6569,rmed,"Ra Medical Systems, Inc. ",1716621
6570,rmes,"RED METAL RESOURCES, LTD. ",1358654
6571,rmg,RMG Acquisition Corp. ,1757932
6572,rmg-un,RMG Acquisition Corp. ,1757932
6573,rmg-wt,RMG Acquisition Corp. ,1757932
6574,rmhb,"Rocky Mountain High Brands, Inc. ",1670869
6575,rmni,"Rimini Street, Inc. ",1635282
6576,rmp,Rice Midstream Partners LP ,1620928
6577,rmr,RMR GROUP INC. ,1644378
6578,rmri,"Rocky Mountain Industrials, Inc. ",1556179
6579,rmsl,RemSleep Holdings Inc. ,1412126
6580,rmti,"ROCKWELL MEDICAL, INC. ",1041024
6581,rna,"Avidity Biosciences, Inc. ",1599901
6582,rndb,"Randolph Bancorp, Inc. ",1667161
6583,rnet,"RigNet, Inc. ",1162112
6584,rng,"RingCentral, Inc. ",1384905
6585,rngr,"Ranger Energy Services, Inc. ",1699039
6586,rnlx,Renalytix AI plc ,1811115
6587,rnr,RENAISSANCERE HOLDINGS LTD ,913144
6588,rnr-pe,RENAISSANCERE HOLDINGS LTD ,913144
6589,rnr-pf,RENAISSANCERE HOLDINGS LTD ,913144
6590,rnst,RENASANT CORP ,715072
6591,rnva,"Rennova Health, Inc. ",931059
6592,rnvaw,"Rennova Health, Inc. ",931059
6593,rnwk,REALNETWORKS INC ,1046327
6594,road,"Construction Partners, Inc. ",1718227
6595,roan,"Pressburg, LLC ",1326428
6596,roch,Roth CH Acquisition I Co ,1796303
6597,rochu,Roth CH Acquisition I Co ,1796303
6598,rock,"GIBRALTAR INDUSTRIES, INC. ",912562
6599,rodi,BARCLAYS BANK PLC ,312070
6600,rog,ROGERS CORP ,84748
6601,roic,RETAIL OPPORTUNITY INVESTMENTS CORP ,1407623
6602,rok,"ROCKWELL AUTOMATION, INC ",1024478
6603,rokk,Rokk3r Inc. ,1100778
6604,rokkd,Rokk3r Inc. ,1100778
6605,roku,"ROKU, INC ",1428439
6606,rol,ROLLINS INC ,84839
6607,roll,RBC Bearings INC ,1324948
6608,ronwf,"Roan Holdings Group Co., Ltd. ",1611852
6609,rop,ROPER TECHNOLOGIES INC ,882835
6610,rose,Rosehill Resources Inc. ,1659122
6611,rosgq,Rosetta Genomics Ltd. ,1362959
6612,rost,"ROSS STORES, INC. ",745732
6613,roye,"Royal Energy Resources, Inc. ",1102392
6614,royl,"Royale Energy, Inc. ",1694617
6615,royt,Pacific Coast Oil Trust ,1538822
6616,rp,"RealPage, Inc. ",1286225
6617,rpai,"RETAIL PROPERTIES OF AMERICA, INC. ",1222840
6618,rpay,Repay Holdings Corp ,1720592
6619,rpayw,Repay Holdings Corp ,1720592
6620,rpd,"Rapid7, Inc. ",1560327
6621,rpla,Replay Acquisition Corp. ,1763731
6622,rpla-un,Replay Acquisition Corp. ,1763731
6623,rpla-wt,Replay Acquisition Corp. ,1763731
6624,rpm,RPM INTERNATIONAL INC/DE/ ,110621
6625,rpmt,"REGO PAYMENT ARCHITECTURES, INC. ",1437283
6626,rprx,Royalty Pharma plc ,1802768
6627,rpt,RPT Realty ,842183
6628,rpt-pd,RPT Realty ,842183
6629,rptx,Repare Therapeutics Inc. ,1808158
6630,rpxc,RPX Corp ,1509432
6631,rrbi,RED RIVER BANCSHARES INC ,1071236
6632,rrc,RANGE RESOURCES CORP ,315852
6633,rrd,RR Donnelley & Sons Co ,29669
6634,rrgb,RED ROBIN GOURMET BURGERS INC ,1171759
6635,rrr,"Red Rock Resorts, Inc. ",1653653
6636,rrts,"Roadrunner Transportation Systems, Inc. ",1440024
6637,rs,RELIANCE STEEL & ALUMINUM CO ,861884
6638,rsasf,RESAAS Services Inc. ,1529485
6639,rscf,REFLECT SCIENTIFIC INC ,1103090
6640,rsg,"REPUBLIC SERVICES, INC. ",1060391
6641,rskia,"GEORGE RISK INDUSTRIES, INC. ",84112
6642,rsls,ReShape Lifesciences Inc. ,1371217
6643,rspi,RespireRx Pharmaceuticals Inc. ,849636
6644,rspp,"RSP Permian, Inc. ",1588216
6645,rsrv,RESERVE PETROLEUM CO ,83350
6646,rsss,"Research Solutions, Inc. ",1386301
6647,rssv,"Resort Savers, Inc. ",1572384
6648,rst,ROSETTA STONE INC ,1351285
6649,rsys,RADISYS CORP ,873044
6650,rtix,"SURGALIGN HOLDINGS, INC. ",1760173
6651,rtk,"RENTECH, INC. ",868725
6652,rtlr,RATTLER MIDSTREAM LP ,1748773
6653,rtn,RAYTHEON CO/ ,1047122
6654,rtntf,RIO TINTO LTD ,887028
6655,rton,"Right On Brands, Inc. ",1580262
6656,rtrx,"Retrophin, Inc. ",1438533
6657,rtsl,"Rapid Therapeutic Science Laboratories, Inc. ",1575659
6658,rtto,Rito Group Corp. ,1646576
6659,rttr,"Qualigen Therapeutics, Inc. ",1460702
6660,rtw,"RTW Retailwinds, Inc. ",1211351
6661,rtwi,"RTW Retailwinds, Inc. ",1211351
6662,rtwiq,"RTW Retailwinds, Inc. ",1211351
6663,rtx,RAYTHEON TECHNOLOGIES CORP ,101829
6664,rubi,"MAGNITE, INC. ",1595974
6665,ruby,"Rubius Therapeutics, Inc. ",1709401
6666,ruhn,Ruhnn Holding Ltd ,1753268
6667,run,Sunrun Inc. ,1469367
6668,rusha,RUSH ENTERPRISES INC \TX\ ,1012019
6669,rushb,RUSH ENTERPRISES INC \TX\ ,1012019
6670,ruth,"Ruths Hospitality Group, Inc. ",1324272
6671,rvall,"REVA Medical, Inc. ",1496268
6672,rvi,Retail Value Inc. ,1735184
6673,rvlt,"Revolution Lighting Technologies, Inc. ",917523
6674,rvlv,"Revolve Group, Inc. ",1746618
6675,rvmd,"Revolution Medicines, Inc. ",1628171
6676,rvnc,"Revance Therapeutics, Inc. ",1479290
6677,rvp,RETRACTABLE TECHNOLOGIES INC ,946563
6678,rvra,"Riviera Resources, Inc. ",1737204
6679,rvsb,RIVERVIEW BANCORP INC ,1041368
6680,rwbyf,Red White & Bloom Brands Inc. ,1744345
6681,rwlk,ReWalk Robotics Ltd. ,1607962
6682,rwt,REDWOOD TRUST INC ,930236
6683,rxdx,"Ignyta, Inc. ",1557421
6684,rxn,Rexnord Corp ,1439288
6685,rxt,"Rackspace Technology, Inc. ",1810019
6686,ry,ROYAL BANK OF CANADA ,1000275
6687,ryaay,RYANAIR HOLDINGS PLC ,1038683
6688,ryam,RAYONIER ADVANCED MATERIALS INC. ,1597672
6689,ryb,"RYB Education, Inc. ",1708441
6690,ryce,Amira Nature Foods Ltd. ,1552448
6691,ryes,Rise Gold Corp. ,1424864
6692,ryi,Ryerson Holding Corp ,1481582
6693,ryn,RAYONIER INC ,52827
6694,rytm,"RHYTHM PHARMACEUTICALS, INC. ",1649904
6695,rza,REINSURANCE GROUP OF AMERICA INC ,898174
6696,rzb,REINSURANCE GROUP OF AMERICA INC ,898174
6697,rzlt,"Rezolute, Inc. ",1509261
6698,rzzn,Jialijia Group Corp Ltd ,1659559
6699,rzznd,Jialijia Group Corp Ltd ,1659559
6700,s,SPRINT Corp ,101830
6701,sa,SEABRIDGE GOLD INC ,1231346
6702,sab,SARATOGA INVESTMENT CORP. ,1377936
6703,sabr,Sabre Corp ,1597033
6704,sacc,Sachem Capital Corp. ,1682220
6705,sach,Sachem Capital Corp. ,1682220
6706,saddp,SADDLEBROOK RESORTS INC ,313151
6707,saex,"SAExploration Holdings, Inc. ",1514732
6708,saf,SARATOGA INVESTMENT CORP. ,1377936
6709,safe,Safehold Inc. ,1688852
6710,safm,SANDERSON FARMS INC ,812128
6711,safo,Save Foods Inc. ,1789192
6712,saft,SAFETY INSURANCE GROUP INC ,1172052
6713,sage,"Sage Therapeutics, Inc. ",1597553
6714,sah,SONIC AUTOMOTIVE INC ,1043509
6715,saia,SAIA INC ,1177702
6716,saic,Science Applications International Corp ,1571123
6717,saig,"SAFE AUTO INSURANCE GROUP, INC. ",1307895
6718,sail,"Sailpoint Technologies Holdings, Inc. ",1627857
6719,sal,SALISBURY BANCORP INC ,1060219
6720,salm,"SALEM MEDIA GROUP, INC. /DE/ ",1050606
6721,salt,SCORPIO BULKERS INC. ,1587264
6722,sam,BOSTON BEER CO INC ,949870
6723,sama,Schultze Special Purpose Acquisition Corp. ,1754824
6724,samg,Silvercrest Asset Management Group Inc. ,1549966
6725,saml,"Samsara Luggage, Inc. ",1530163
6726,san,"Banco Santander, S.A. ",891478
6727,sand,SANDSTORM GOLD LTD ,1434614
6728,sanm,SANMINA CORP ,897723
6729,san-pb,"Banco Santander, S.A. ",891478
6730,sanw,S&W Seed Co ,1477246
6731,sap,SAP SE ,1000184
6732,saqn,Software Acquisition Group Inc. ,1776909
6733,saqnu,Software Acquisition Group Inc. ,1776909
6734,saqnw,Software Acquisition Group Inc. ,1776909
6735,sar,SARATOGA INVESTMENT CORP. ,1377936
6736,sasr,SANDY SPRING BANCORP INC ,824410
6737,sats,EchoStar CORP ,1415404
6738,sauc,"Diversified Restaurant Holdings, Inc. ",1394156
6739,sava,CASSAVA SCIENCES INC ,1069530
6740,save,"Spirit Airlines, Inc. ",1498710
6741,sb,"SAFE BULKERS, INC. ",1434754
6742,sbac,SBA COMMUNICATIONS CORP ,1034054
6743,sbba,Scorpio Tankers Inc. ,1483934
6744,sbbp,Strongbridge Biopharma plc ,1634432
6745,sbbx,SB ONE BANCORP ,1028954
6746,sbcf,SEACOAST BANKING CORP OF FLORIDA ,730708
6747,sbe,Switchback Energy Acquisition Corp ,1777393
6748,sbes,"South Beach Spirits, Inc. ",1572840
6749,sbe-un,Switchback Energy Acquisition Corp ,1777393
6750,sbe-wt,Switchback Energy Acquisition Corp ,1777393
6751,sbfg,"SB FINANCIAL GROUP, INC. ",767405
6752,sbfm,"Sunshine Biopharma, Inc ",1402328
6753,sbfmd,UNION BANKSHARES INC ,706863
6754,sbgi,SINCLAIR BROADCAST GROUP INC ,912752
6755,sbh,"Sally Beauty Holdings, Inc. ",1368458
6756,sblk,Star Bulk Carriers Corp. ,1386716
