id,ticker_symbol,company_name,cik_number
1815,cohr,COHERENT INC ,21510
1816,cohu,COHU INC ,21535
1817,coil,"Citadel Exploration, Inc. ",1482075
1818,coke,"Coca-Cola Consolidated, Inc. ",317540
1819,colb,"COLUMBIA BANKING SYSTEM, INC. ",887343
1820,cold,AMERICOLD REALTY TRUST ,1455863
1821,coll,"COLLEGIUM PHARMACEUTICAL, INC ",1267565
1822,colm,COLUMBIA SPORTSWEAR CO ,1050797
1823,comm,"CommScope Holding Company, Inc. ",1517228
1824,coms,ComSovereign Holding Corp. ,1178727
1825,cone,CyrusOne Inc. ,1553023
1826,conn,CONNS INC ,1223389
1827,coo,"COOPER COMPANIES, INC. ",711404
1828,coop,Mr. Cooper Group Inc. ,933136
1829,cop,CONOCOPHILLIPS ,1163165
1830,cor,CoreSite Realty Corp ,1490892
1831,core,"Core-Mark Holding Company, Inc. ",1318084
1832,cori,"Corium International, Inc. ",1594337
1833,corn,Teucrium Commodity Trust ,1471824
1834,corr,"CorEnergy Infrastructure Trust, Inc. ",1347652
1835,cort,CORCEPT THERAPEUTICS INC ,1088856
1836,corv,Correvio Pharma Corp. ,1036141
1837,corvf,Corvus Gold Inc. ,1507964
1838,cosg,Cosmos Group Holdings Inc. ,1706509
1839,cosm,Cosmos Holdings Inc. ,1474167
1840,cost,COSTCO WHOLESALE CORP /NEW ,909832
1841,cot,Primo Water Corp /CN/ ,884713
1842,cote,COATES INTERNATIONAL LTD ,948426
1843,coty,COTY INC. ,1024305
1844,coup,Coupa Software Inc ,1385867
1845,cow,BARCLAYS BANK PLC ,312070
1846,cown,COWEN INC. ,1466538
1847,cp,CANADIAN PACIFIC RAILWAY LTD/CN ,16875
1848,cpa,"Copa Holdings, S.A. ",1345105
1849,cpaa,Conyers Park II Acquisition Corp. ,1776661
1850,cpaau,Conyers Park II Acquisition Corp. ,1776661
1851,cpac,CEMENTOS PACASMAYO SAA ,1221029
1852,cpah,COUNTERPATH CORP ,1236997
1853,cpb,CAMPBELL SOUP CO ,16732
1854,cpe,Callon Petroleum Co ,928022
1855,cper,United States Commodity Index Funds Trust ,1479247
1856,cpf,CENTRAL PACIFIC FINANCIAL CORP ,701347
1857,cpfh,"Capital Financial Holdings, Inc ",944696
1858,cpg,Crescent Point Energy Corp. ,1545851
1859,cphc,Canterbury Park Holding Corp ,1672909
1860,cphi,"CHINA PHARMA HOLDINGS, INC. ",1106644
1861,cpix,CUMBERLAND PHARMACEUTICALS INC ,1087294
1862,c-pj,CITIGROUP INC ,831001
1863,cpk,CHESAPEAKE UTILITIES CORP ,19745
1864,c-pk,CITIGROUP INC ,831001
1865,cpka,CHASE PACKAGING CORP ,1025771
1866,cpl,CPFL Energy INC ,1300482
1867,cpla,CAPELLA EDUCATION CO ,1104349
1868,cplg,CorePoint Lodging Inc. ,1707178
1869,cplp,Capital Product Partners L.P. ,1392326
1870,cpmd,"CANNAPHARMARX, INC. ",1081938
1871,c-pn,CITIGROUP INC ,831001
1872,cpow,"Hemp Technology, Inc. ",1797956
1873,cppxf,CONTINENTAL ENERGY CORP ,852747
1874,cpri,Capri Holdings Ltd ,1530721
1875,cprt,COPART INC ,900075
1876,cprx,"CATALYST PHARMACEUTICALS, INC. ",1369568
1877,cps,Cooper-Standard Holdings Inc. ,1320461
1878,c-ps,CITIGROUP INC ,831001
1879,cpsh,CPS TECHNOLOGIES CORP/DE/ ,814676
1880,cpsi,COMPUTER PROGRAMS & SYSTEMS INC ,1169445
1881,cpsr-un,CAPSTAR SPECIAL PURPOSE ACQUISITION CORP. ,1805087
1882,cpss,"CONSUMER PORTFOLIO SERVICES, INC. ",889609
1883,cpst,CAPSTONE TURBINE Corp ,1009759
1884,cpt,CAMDEN PROPERTY TRUST ,906345
1885,cpta,Capitala Finance Corp. ,1571329
1886,cptp,CAPITAL PROPERTIES INC /RI/ ,202947
1887,cpwr,Ocean Thermal Energy Corp ,827099
1888,cqcq,"MAKINGORG, INC. ",1569083
1889,cqp,"Cheniere Energy Partners, L.P. ",1383650
1890,cr,CRANE CO /DE/ ,25445
1891,crai,"CRA INTERNATIONAL, INC. ",1053706
1892,crawa,CRAWFORD UNITED Corp ,47307
1893,crbo,Carbon Energy Corp ,86264
1894,crbp,"Corbus Pharmaceuticals Holdings, Inc. ",1595097
1895,crc,California Resources Corp ,1609253
1896,crcm,Care.com Inc ,1412270
1897,crcqq,California Resources Corp ,1609253
1898,crcuf,CANARC RESOURCE CORP ,868822
1899,crcw,Crypto Co ,1688126
1900,crd-a,CRAWFORD & CO ,25475
1901,crd-b,CRAWFORD & CO ,25475
1902,crdc,Dex Liquidating Co. ,1178104
1903,crdf,"Cardiff Oncology, Inc. ",1213037
1904,cree,"CREE, INC. ",895419
1905,creg,CHINA RECYCLING ENERGY CORP ,721693
1906,cresy,CRESUD INC ,1034957
1907,crex,"CREATIVE REALITIES, INC. ",1356093
1908,crgs,"CurAegis Technologies, Inc. ",1063197
1909,crh,CRH PUBLIC LTD CO ,849395
1910,crhm,CRH Medical Corp ,1461119
1911,cri,CARTERS INC ,1060822
1912,cris,CURIS INC ,1108205
1913,crk,COMSTOCK RESOURCES INC ,23194
1914,crkn,Crown Electrokinetics Corp. ,1761696
1915,crl,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC. ",1100682
1916,crm,"SALESFORCE.COM, INC. ",1108524
1917,crmd,CorMedix Inc. ,1410098
1918,crmt,AMERICAS CARMART INC ,799850
1919,crmz,CREDITRISKMONITOR COM INC ,315958
1920,crnc,Cerence Inc. ,1768267
1921,crnt,CERAGON NETWORKS LTD ,1119769
1922,crnx,"Crinetics Pharmaceuticals, Inc. ",1658247
1923,croc,ProShares Trust II ,1415311
1924,cron,Cronos Group Inc. ,1656472
1925,crox,"Crocs, Inc. ",1334036
1926,crrt,CARBO CERAMICS INC ,1009672
1927,crrtq,CARBO CERAMICS INC ,1009672
1928,crs,CARPENTER TECHNOLOGY CORP ,17843
1929,crsa,Crescent Acquisition Corp ,1723648
1930,crsau,Crescent Acquisition Corp ,1723648
1931,crsaw,Crescent Acquisition Corp ,1723648
1932,crsp,CRISPR Therapeutics AG ,1674416
1933,crt,CROSS TIMBERS ROYALTY TRUST ,881787
1934,crtg,CORETEC GROUP INC. ,1375195
1935,crto,Criteo S.A. ,1576427
1936,crtx,"Cortexyme, Inc. ",1662774
1937,crus,"CIRRUS LOGIC, INC. ",772406
1938,crvl,CORVEL CORP ,874866
1939,crvs,"Corvus Pharmaceuticals, Inc. ",1626971
1940,crvw,CareView Communications Inc ,1377149
1941,crwd,"CrowdStrike Holdings, Inc. ",1535527
1942,crwe,"Crown Equity Holdings, Inc. ",1103833
1943,crws,CROWN CRAFTS INC ,25895
1944,cry,CRYOLIFE INC ,784199
1945,cryo,AMERICAN CRYOSTEM Corp ,1468679
1946,crzo,CARRIZO OIL & GAS INC ,1040593
1947,cs,CREDIT SUISSE GROUP AG ,1159510
1948,csbb,CSB BANCORP INC /OH ,880417
1949,csbk,Clifton Bancorp Inc. ,1592329
1950,csbr,"CHAMPIONS ONCOLOGY, INC. ",771856
1951,csca,"CORNERSTONE MANAGEMENT, INC. ",1731899
1952,csco,"CISCO SYSTEMS, INC. ",858877
1953,csfl,CenterState Bank Corp ,1102266
1954,csgp,"COSTAR GROUP, INC. ",1057352
1955,csgs,CSG SYSTEMS INTERNATIONAL INC ,1005757
1956,cshb,COMMUNITY SHORES BANK CORP ,1070523
1957,cshef,CHINA ENTERPRISES LTD ,908256
1958,csii,Cardiovascular Systems Inc ,1180145
1959,csiq,Canadian Solar Inc. ,1375877
1960,csl,CARLISLE COMPANIES INC ,790051
1961,cslt,"CASTLIGHT HEALTH, INC. ",1433714
1962,csod,Cornerstone OnDemand Inc ,1401680
1963,cspi,CSP INC /MA/ ,356037
1964,cspr,Casper Sleep Inc. ,1598674
1965,csrh,"Consorteum Holdings, Inc. ",1387976
1966,css,CSS INDUSTRIES INC ,20629
1967,csse,"Chicken Soup for the Soul Entertainment, Inc. ",1679063
1968,cssen,"Chicken Soup for the Soul Entertainment, Inc. ",1679063
1969,cssep,"Chicken Soup for the Soul Entertainment, Inc. ",1679063
1970,cste,Caesarstone Ltd. ,1504379
1971,cstl,CASTLE BIOSCIENCES INC ,1447362
1972,cstm,Constellium SE ,1563411
1973,cstr,"CapStar Financial Holdings, Inc. ",1676479
1974,csu,CAPITAL SENIOR LIVING CORP ,1043000
1975,csui,CANNABIS SUISSE CORP. ,1680132
1976,csv,CARRIAGE SERVICES INC ,1016281
1977,cswc,CAPITAL SOUTHWEST CORP ,17313
1978,cswcl,CAPITAL SOUTHWEST CORP ,17313
1979,cswi,"CSW INDUSTRIALS, INC. ",1624794
1980,csx,CSX CORP ,277948
1981,ctam,A. M. Castle & Co. ,18172
1982,cta-pa,DUPONT E I DE NEMOURS & CO ,30554
1983,cta-pb,DUPONT E I DE NEMOURS & CO ,30554
1984,ctas,CINTAS CORP ,723254
1985,ctb,COOPER TIRE & RUBBER CO ,24491
1986,ctbi,COMMUNITY TRUST BANCORP INC /KY/ ,350852
1987,ctdh,"Cyclo Therapeutics, Inc. ",922247
1988,ctdt,"CENTAURUS DIAMOND TECHNOLOGIES, INC. ",1435163
1989,ctek,"CYNERGISTEK, INC ",1011432
1990,ctg,COMPUTER TASK GROUP INC ,23111
1991,ctgo,"Contango ORE, Inc. ",1502377
1992,cthr,CHARLES & COLVARD LTD ,1015155
1993,ctib,Yunhong CTI Ltd. ,1042187
1994,ctic,CTI BIOPHARMA CORP ,891293
1995,ctk,CooTek(Cayman)Inc. ,1734262
1996,ctl,"CENTURYLINK, INC ",18926
1997,ctlt,"Catalent, Inc. ",1596783
1998,ctmx,"CytomX Therapeutics, Inc. ",1501989
1999,cto,"CTO Realty Growth, Inc. ",23795
2000,ctra,"Contura Energy, Inc. ",1704715
2001,ctrc,Centric Brands Inc. ,844143
2002,ctrcq,Centric Brands Inc. ,844143
2003,ctre,"CareTrust REIT, Inc. ",1590717
2004,ctrm,Castor Maritime Inc. ,1720161
2005,ctrn,Citi Trends Inc ,1318484
2006,cts,CTS CORP ,26058
2007,ctsh,COGNIZANT TECHNOLOGY SOLUTIONS CORP ,1058290
2008,ctso,Cytosorbents Corp ,1175151
2009,ctst,CannTrust Holdings Inc. ,1652499
2010,ctt,"CatchMark Timber Trust, Inc. ",1341141
2011,ctva,"Corteva, Inc. ",1755672
2012,ctvz,CINDERELLA TARGET VALUE ZONES INC ,794929
2013,ctxr,"Citius Pharmaceuticals, Inc. ",1506251
2014,ctxrw,"Citius Pharmaceuticals, Inc. ",1506251
2015,ctxs,CITRIX SYSTEMS INC ,877890
2016,cty,QWEST CORP ,68622
2017,ctyi,CENTENARY INTERNATIONAL CORP ,759999
2018,cub,CUBIC CORP /DE/ ,26076
2019,cube,CubeSmart ,1298675
2020,cubi,"Customers Bancorp, Inc. ",1488813
2021,cubi-pc,"Customers Bancorp, Inc. ",1488813
2022,cubi-pd,"Customers Bancorp, Inc. ",1488813
2023,cubi-pe,"Customers Bancorp, Inc. ",1488813
2024,cubi-pf,"Customers Bancorp, Inc. ",1488813
2025,cuda,BARRACUDA NETWORKS INC ,1348334
2026,cue,"Cue Biopharma, Inc. ",1645460
2027,cuen,Cuentas Inc. ,1424657
2028,cui,"Orbital Energy Group, Inc. ",1108967
2029,cuii,"China United Insurance Service, Inc. ",1512927
2030,cuk,CARNIVAL PLC ,1125259
2031,culp,CULP INC ,723603
2032,cunb,CU Bancorp ,1543643
2033,cuo,CONTINENTAL MATERIALS CORP ,24104
2034,curm,"CUR MEDIA, INC. ",1556226
2035,curo,CURO Group Holdings Corp. ,1711291
2036,curr,Cure Pharmaceutical Holding Corp. ,1643301
2037,cutr,CUTERA INC ,1162461
2038,cuz,COUSINS PROPERTIES INC ,25232
2039,cva,COVANTA HOLDING CORP ,225648
2040,cvac,CureVac B.V. ,1809122
2041,cvat,"Cavitation Technologies, Inc. ",1376793
2042,cvbf,CVB FINANCIAL CORP ,354647
2043,cvco,CAVCO INDUSTRIES INC. ,278166
2044,cvcy,CENTRAL VALLEY COMMUNITY BANCORP ,1127371
2045,cve,CENOVUS ENERGY INC. ,1475260
2046,cveo,Civeo Corp ,1590584
2047,cvet,"COVETRUS, INC. ",1752836
2048,cvg,CONCENTRIX CVG Corp ,1062047
2049,cvgi,"Commercial Vehicle Group, Inc. ",1290900
2050,cvgw,CALAVO GROWERS INC ,1133470
2051,cvi,CVR ENERGY INC ,1376139
2052,cvia,Covia Holdings Corp ,1722287
2053,cviaq,Covia Holdings Corp ,1722287
2054,cvlb,"CONVERSION LABS, INC. ",948320
2055,cvlg,"COVENANT LOGISTICS GROUP, INC. ",928658
2056,cvlt,COMMVAULT SYSTEMS INC ,1169561
2057,cvly,CODORUS VALLEY BANCORP INC ,806279
2058,cvm,CEL SCI CORP ,725363
2059,cvna,CARVANA CO. ,1690820
2060,cvo,"CENVEO, INC ",920321
2061,cvr,CHICAGO RIVET & MACHINE CO ,19871
2062,cvs,CVS HEALTH Corp ,64803
2063,cvsi,"CV Sciences, Inc. ",1510964
2064,cvti,"COVENANT LOGISTICS GROUP, INC. ",928658
2065,cvtv,China VTV Ltd ,1639234
2066,cvu,CPI AEROSTRUCTURES INC ,889348
2067,cvv,CVD EQUIPMENT CORP ,766792
2068,cvx,CHEVRON CORP ,93410
2069,cw,CURTISS WRIGHT CORP ,26324
2070,cway,"Coastway Bancorp, Inc. ",1585023
2071,cwbc,COMMUNITY WEST BANCSHARES / ,1051343
2072,cwbr,"CohBar, Inc. ",1522602
2073,cwco,Consolidated Water Co. Ltd. ,928340
2074,cwen,"Clearway Energy, Inc. ",1567683
2075,cwen-a,"Clearway Energy, Inc. ",1567683
2076,cwgl,"Crimson Wine Group, Ltd ",1562151
2077,cwh,"Camping World Holdings, Inc. ",1669779
2078,cwk,Cushman & Wakefield plc ,1628369
2079,cwnof,CHINESEWORLDNET COM INC ,1145898
2080,cwrk,CurrencyWorks Inc. ,1515139
2081,cwss,"Creative Waste Solutions, Inc. ",1385329
2082,cwst,CASELLA WASTE SYSTEMS INC ,911177
2083,cwt,CALIFORNIA WATER SERVICE GROUP ,1035201
2084,cx,CEMEX SAB DE CV ,1076378
2085,cxbs,"Corix Bioscience, Inc. ",1433821
2086,cxcq,CARDXX INC ,1073489
2087,cxdc,China XD Plastics Co Ltd ,1353970
2088,cxdo,"Crexendo, Inc. ",1075736
2089,cxkj,"CX Network Group, Inc. ",1502557
2090,cxo,CONCHO RESOURCES INC ,1358071
2091,cxp,"COLUMBIA PROPERTY TRUST, INC. ",1252849
2092,cxus,"Celexus, Inc ",1355559
2093,cxw,"CoreCivic, Inc. ",1070985
2094,cxxif,C21 Investments Inc. ,831609
2095,cy,CYPRESS SEMICONDUCTOR CORP /DE/ ,791915
2096,cyad,Celyad Oncology SA ,1637890
2097,cyan,CYANOTECH CORP ,768408
2098,cyap,Cyber Apps World ,1230524
2099,cybe,CYBEROPTICS CORP ,768411
2100,cybf,"Cyberfort Software, Inc. ",1522787
2101,cybr,CyberArk Software Ltd. ,1598110
2102,cycc,"Cyclacel Pharmaceuticals, Inc. ",1130166
2103,cycn,"Cyclerion Therapeutics, Inc. ",1755237
2104,cyd,CHINA YUCHAI INTERNATIONAL LTD ,932695
2105,cydy,CytoDyn Inc. ,1175680
2106,cyh,COMMUNITY HEALTH SYSTEMS INC ,1108109
2107,cylu,"Cyalume Technologies Holdings, Inc. ",1335293
2108,cyou,Changyou.com Ltd ,1458696
2109,cypw,CYCLONE POWER TECHNOLOGIES INC ,1442711
2110,cyrn,CYREN Ltd. ,1084577
2111,cyrx,"Cryoport, Inc. ",1124524
2112,cys,"CYS Investments, Inc. ",1396446
2113,cytk,CYTOKINETICS INC ,1061983
2114,cytr,CYTRX CORP ,799698
2115,czfs,CITIZENS FINANCIAL SERVICES INC ,739421
2116,cznc,CITIZENS & NORTHERN CORP ,810958
2117,czni,"Cruzani, Inc. ",1381871
2118,czr,"Caesars Entertainment, Inc. ",1590895
2119,czwi,Citizens Community Bancorp Inc. ,1367859
2120,czz,Cosan Ltd. ,1402902
2121,d,"DOMINION ENERGY, INC ",715957
2122,dac,Danaos Corp ,1369241
2123,dada,Dada Nexus Ltd ,1793862
2124,daio,DATA I/O CORP ,351998
2125,dakt,DAKTRONICS INC /SD/ ,915779
2126,dal,"DELTA AIR LINES, INC. ",27904
2127,dan,DANA INC ,26780
2128,dao,"Youdao, Inc. ",1781753
2129,dar,DARLING INGREDIENTS INC. ,916540
2130,dare,"Dare Bioscience, Inc. ",1401914
2131,daud,CITIGROUP INC ,831001
2132,dava,Endava plc ,1656081
2133,db,DEUTSCHE BANK AKTIENGESELLSCHAFT ,1159508
2134,dba,INVESCO DB AGRICULTURE FUND ,1383082
2135,dbb,INVESCO DB BASE METALS FUND ,1383084
2136,dbc,Invesco DB Commodity Index Tracking Fund ,1328237
2137,dbcp,DELMAR BANCORP ,832090
2138,dbd,"DIEBOLD NIXDORF, Inc ",28823
2139,dbe,Invesco DB Energy Fund ,1383062
2140,dbi,Designer Brands Inc. ,1319947
2141,dbmm,"Digital Brand Media & Marketing Group, Inc. ",1127475
2142,dbo,Invesco DB Oil Fund ,1383058
2143,dbp,Invesco DB Precious Metals Fund ,1383057
2144,dbrm,"DAYBREAK OIL & GAS, INC. ",1164256
2145,dbs,INVESCO DB SILVER FUND ,1383054
2146,dbub,"DBUB GROUP, INC ",1076784
2147,dbv,Invesco DB G10 Currency Harvest Fund ,1354730
2148,dbvt,DBV Technologies S.A. ,1613780
2149,dbx,"DROPBOX, INC. ",1467623
2150,dcar,"AYRO, Inc. ",1086745
2151,dchf,CITIGROUP INC ,831001
2152,dci,DONALDSON CO INC ,29644
2153,dcix,Performance Shipping Inc. ,1481241
2154,dclt,Data Call Technologies ,1321828
2155,dcm,NTT DOCOMO INC ,1166141
2156,dco,DUCOMMUN INC /DE/ ,30305
2157,dcom,DIME COMMUNITY BANCSHARES INC ,1005409
2158,dcomp,DIME COMMUNITY BANCSHARES INC ,1005409
2159,dcp,"DCP Midstream, LP ",1338065
2160,dcph,"Deciphera Pharmaceuticals, Inc. ",1654151
2161,dcp-pb,"DCP Midstream, LP ",1338065
2162,dcp-pc,"DCP Midstream, LP ",1338065
2163,dct,"DUCK CREEK TECHNOLOGIES, INC. ",1160951
2164,dcth,"DELCATH SYSTEMS, INC. ",872912
2165,dcue,"DOMINION ENERGY, INC ",715957
2166,dd,"DuPont de Nemours, Inc. ",1666700
2167,ddd,3D SYSTEMS CORP ,910638
2168,dde,DOVER DOWNS GAMING & ENTERTAINMENT INC ,1162556
2169,ddi,"DoubleDown Interactive Co., Ltd. ",1799567
2170,ddlx,"DD's Deluxe Rod Holder, Inc. ",1643194
2171,ddmx,"DD3 Acquisition Corp., S.A. de C.V. ",1748252
2172,ddog,"Datadog, Inc. ",1561550
2173,dds,"DILLARD'S, INC. ",28917
2174,de,DEERE & CO ,315189
2175,dea,"Easterly Government Properties, Inc. ",1622194
2176,deac,DraftKings Inc. ,1772757
2177,deacu,DraftKings Inc. ,1772757
2178,deacw,DraftKings Inc. ,1772757
2179,deck,DECKERS OUTDOOR CORP ,910521
2180,deh-un,D8 Holdings Corp. ,1812173
2181,dei,Douglas Emmett Inc ,1364250
2182,del,DELTIC TIMBER CORP ,1022469
2183,dell,Dell Technologies Inc. ,1571996
2184,denn,DENNY'S Corp ,852772
2185,denr,Discovery Energy Corp. ,1435387
2186,deo,DIAGEO PLC ,835403
2187,derm,"Dermira, Inc. ",1557883
2188,desp,"Despegar.com, Corp. ",1703141
2189,dest,Destination Maternity Corp ,896985
2190,destq,Destination Maternity Corp ,896985
2191,deur,CITIGROUP INC ,831001
2192,devv,"BIOSCIENCE NEUTRACEUTICALS, INC. ",1555995
2193,dfco,DALRADA FINANCIAL CORP ,725394
2194,dffn,Diffusion Pharmaceuticals Inc. ,1053691
2195,dfhtu,Deerfield Healthcare Technology Acquisitions Corp. ,1813914
2196,dfin,"Donnelley Financial Solutions, Inc. ",1669811
2197,dfns,LGL Systems Acquisition Corp. ,1777946
2198,dfns-un,LGL Systems Acquisition Corp. ,1777946
2199,dfodq,DEAN FOODS CO ,931336
2200,dfph,DFP HEALTHCARE ACQUISITIONS CORP. ,1799191
2201,dfphu,DFP HEALTHCARE ACQUISITIONS CORP. ,1799191
2202,dfs,Discover Financial Services ,1393612
2203,dfvl,BARCLAYS BANK PLC ,312070
2204,dfvs,BARCLAYS BANK PLC ,312070
2205,dfwh,Oriental Culture Holding LTD ,1776067
2206,dg,DOLLAR GENERAL CORP ,29534
2207,dgaz,CREDIT SUISSE AG ,1053092
2208,dgazf,CREDIT SUISSE AG ,1053092
2209,dgbp,CITIGROUP INC ,831001
2210,dgdm,"Digital Development Partners, Inc. ",1409999
2211,dgica,DONEGAL GROUP INC ,800457
2212,dgii,DIGI INTERNATIONAL INC ,854775
2213,dgji,DRAGON JADE INTERNATIONAL LTD ,1456787
2214,dgl,Invesco DB Gold Fund ,1383055
2215,dgldf,CREDIT SUISSE AG ,1053092
2216,dgly,DIGITAL ALLY INC ,1342958
2217,dgnr-un,Dragoneer Growth Opportunities Corp. ,1818201
2218,dgnx,Diginex Ltd ,1790515
2219,dgp,DEUTSCHE BANK AKTIENGESELLSCHAFT ,1159508
2220,dgtw,"DigitalTown, Inc. ",1065598
2221,dgwr,"Deep Green Waste & Recycling, Inc. ",1637866
2222,dgx,QUEST DIAGNOSTICS INC ,1022079
2223,dgz,DEUTSCHE BANK AKTIENGESELLSCHAFT ,1159508
2224,dhc,DIVERSIFIED HEALTHCARE TRUST ,1075415
2225,dhcc,DIAMONDHEAD CASINO CORP ,844887
2226,dhcni,DIVERSIFIED HEALTHCARE TRUST ,1075415
2227,dhcnl,DIVERSIFIED HEALTHCARE TRUST ,1075415
2228,dhi,HORTON D R INC /DE/ ,882184
2229,dhil,DIAMOND HILL INVESTMENT GROUP INC ,909108
2230,dhr,DANAHER CORP /DE/ ,313616
2231,dhr-pa,DANAHER CORP /DE/ ,313616
2232,dhr-pb,DANAHER CORP /DE/ ,313616
2233,dht,"DHT Holdings, Inc. ",1331284
2234,dhx,"DHI GROUP, INC. ",1393883
2235,digaf,Digatrade Financial Corp ,1369128
2236,digp,"Digipath, Inc. ",1502966
2237,din,"Dine Brands Global, Inc. ",49754
2238,diod,DIODES INC /DEL/ ,29002
2239,dirv,DIRECTVIEW HOLDINGS INC ,1441769
2240,dis,Walt Disney Co ,1744489
2241,disca,"Discovery, Inc. ",1437107
2242,discb,"Discovery, Inc. ",1437107
2243,disck,"Discovery, Inc. ",1437107
2244,dish,DISH Network CORP ,1001082
2245,dit,AMCON DISTRIBUTING CO ,928465
2246,divc,CITIGROUP INC ,831001
2247,djcb,UBS AG ,1114446
2248,djco,DAILY JOURNAL CORP ,783412
2249,djp,BARCLAYS BANK PLC ,312070
2250,djpy,CITIGROUP INC ,831001
2251,dk,"Delek US Holdings, Inc. ",1694426
2252,dkgh,DKG Capital Inc. ,1592411
2253,dkl,"Delek Logistics Partners, LP ",1552797
2254,dkmr,"DUKE MOUNTAIN RESOURCES, INC. ",1379043
2255,dkng,DraftKings Inc. ,1772757
2256,dkngw,DraftKings Inc. ,1772757
2257,dkngz,DraftKings Inc. ,1772757
2258,dks,"DICK'S SPORTING GOODS, INC. ",1089063
2259,dl,China Distance Education Holdings LTD ,1438644
2260,dla,"DELTA APPAREL, INC ",1101396
2261,dlb,"Dolby Laboratories, Inc. ",1308547
2262,dlbr,CITIGROUP INC ,831001
2263,dlbs,BARCLAYS BANK PLC ,312070
2264,dlcr,Kibush Capital Corp ,1614466
2265,dlhc,DLH Holdings Corp. ,785557
2266,dlng,Dynagas LNG Partners LP ,1578453
2267,dlng-pa,Dynagas LNG Partners LP ,1578453
2268,dlng-pb,Dynagas LNG Partners LP ,1578453
2269,dloc,"Digital Locations, Inc. ",1407878
2270,dlph,Delphi Technologies PLC ,1707092
2271,dlpn,"Dolphin Entertainment, Inc. ",1282224
2272,dlr,"DIGITAL REALTY TRUST, INC. ",1297996
2273,dlr-pc,"DIGITAL REALTY TRUST, INC. ",1297996
2274,dlr-pg,"DIGITAL REALTY TRUST, INC. ",1297996
2275,dlr-pj,"DIGITAL REALTY TRUST, INC. ",1297996
2276,dlr-pk,"DIGITAL REALTY TRUST, INC. ",1297996
2277,dlr-pl,"DIGITAL REALTY TRUST, INC. ",1297996
2278,dlth,DULUTH HOLDINGS INC. ,1649744
2279,dlti,DLT Resolution Inc. ,1420368
2280,dltr,"DOLLAR TREE, INC. ",935703
2281,dlx,DELUXE CORP ,27996
2282,dlyt,DAIS Corp ,1125699
2283,dmac,DiaMedica Therapeutics Inc. ,1401040
2284,dmlp,"DORCHESTER MINERALS, L.P. ",1172358
2285,dmpi,"DelMar Pharmaceuticals, Inc. ",1498382
2286,dmrc,Digimarc CORP ,1438231
2287,dms,"Digital Media Solutions, Inc. ",1725134
2288,dms-wt,"Digital Media Solutions, Inc. ",1725134
2289,dmtk,"DermTech, Inc. ",1651944
2290,dmtkw,"DermTech, Inc. ",1651944
2291,dmyd-un,"dMY Technology Group, Inc. II ",1816101
2292,dmyt,"dMY Technology Group, Inc. ",1793659
2293,dmyt-un,"dMY Technology Group, Inc. ",1793659
2294,dnb,"Dun & Bradstreet Holdings, Inc. ",1799208
2295,dnjr,Golden Bull Ltd ,1710350
2296,dnk,Phoenix Tree Holdings Ltd ,1785154
2297,dnkn,"DUNKIN' BRANDS GROUP, INC. ",1357204
2298,dnli,Denali Therapeutics Inc. ,1714899
2299,dnn,DENISON MINES CORP. ,1063259
2300,dno,"United States Short Oil Fund, LP ",1439567
2301,dnow,NOW Inc. ,1599617
2302,dnr,DENBURY RESOURCES INC ,945764
2303,do,"DIAMOND OFFSHORE DRILLING, INC. ",949039
2304,doc,Physicians Realty Trust ,1574540
2305,docu,"DOCUSIGN, INC. ",1261333
2306,dofsq,"DIAMOND OFFSHORE DRILLING, INC. ",949039
2307,dogz,Dogness (International) Corp ,1707303
2308,domo,"DOMO, INC. ",1505952
2309,dooo,BRP Inc. ,1748797
2310,door,MASONITE INTERNATIONAL CORP ,893691
2311,dorm,"Dorman Products, Inc. ",868780
2312,dov,DOVER Corp ,29905
2313,dow,DOW INC. ,1751788
2314,dox,AMDOCS LTD ,1062579
2315,doyu,DouYu International Holdings Ltd ,1762417
2316,dpdw,"Deep Down, Inc. ",1110607
2317,dphc,DiamondPeak Holdings Corp. ,1759546
2318,dplo,"Diplomat Pharmacy, Inc. ",1610092
2319,dpls,"DarkPulse, Inc. ",866439
2320,dpw,"DPW Holdings, Inc. ",896493
2321,dpww,"DIEGO PELLICER WORLDWIDE, INC ",1559172
2322,dpz,DOMINOS PIZZA INC ,1286681
2323,dq,DAQO NEW ENERGY CORP. ,1477641
2324,dqws,DSwiss Inc ,1652561
2325,drad,DIGIRAD CORP ,707388
2326,dradp,DIGIRAD CORP ,707388
2327,drd,DRDGOLD LTD ,1023512
2328,dre,DUKE REALTY CORP ,783280
2329,drem,Dream Homes & Development Corp. ,1518336
2330,drh,DiamondRock Hospitality Co ,1298946
2331,dri,DARDEN RESTAURANTS INC ,940944
2332,drio,DarioHealth Corp. ,1533998
2333,drna,Dicerna Pharmaceuticals Inc ,1399529
2334,drq,DRIL-QUIP INC ,1042893
2335,drrx,DURECT CORP ,1082038
2336,drsv,DEBT RESOLVE INC ,1106645
2337,drtt,DIRTT ENVIRONMENTAL SOLUTIONS LTD ,1340476
2338,drua,"DOMINION ENERGY, INC ",715957
2339,drvd,"Driven Deliveries, Inc. ",1629606
2340,ds,Drive Shack Inc. ,1175483
